envio_id;transportadora_id;filial_origem_id;data_coleta;data_prometida;data_entrega;uf_origem;uf_destino;regiao_destino;distancia_km;peso_kg;valor_declarado;valor_frete;modal;categoria_produto;status;motivo
19152;7;15;2024-04-06 22:06:00;2024-04-10;2024-04-10 22:06:00;MT;MG;Sudeste;1103;1.69;192.31;26.88;Rodoviário;Casa e Cozinha;Entregue;
19153;5;3;2024-10-12 21:34:00;2024-10-15;2024-10-15 21:34:00;RJ;GO;Centro-Oeste;881;0.37;99.11;17.52;Rodoviário;Livros;Entregue;
19154;4;5;2024-05-14 07:16:00;2024-05-17;2024-05-17 07:16:00;PR;SP;Sudeste;440;5.6;735.2;38.89;Rodoviário;Eletrônicos;Entregue;
19155;5;11;2024-05-07 06:48:00;2024-05-10;2024-05-10 06:48:00;GO;RJ;Sudeste;764;0.41;41.4;22.67;Rodoviário;Beleza;Entregue;
19156;2;3;2024-11-27 11:24:00;2024-11-30;2024-11-30 11:24:00;RJ;ES;Sudeste;724;1.22;73.35;23.97;Rodoviário;Livros;Entregue;
19157;1;7;2024-08-26 10:39:00;2024-08-29;2024-08-29 10:39:00;SC;MG;Sudeste;823;0.67;60.54;20.94;Rodoviário;Livros;Entregue;
19158;6;10;2024-11-12 07:48:00;2024-11-17;2024-11-17 07:48:00;BA;RS;Sul;1638;2.75;70.18;37.9;Rodoviário;Alimentos;Entregue;
19159;4;15;2024-05-10 09:28:00;2024-05-14;2024-05-14 09:28:00;MT;MG;Sudeste;1006;14.48;60.73;72.87;Rodoviário;Ferramentas;Entregue;
19160;1;4;2024-11-14 18:07:00;2024-11-18;2024-11-18 18:07:00;MG;BA;Nordeste;1290;2.28;92.43;34.98;Rodoviário;Casa e Cozinha;Entregue;
19161;3;4;2024-06-28 18:10:00;2024-06-30;2024-06-30 18:10:00;MG;PR;Sul;776;0.74;20;68.81;Aéreo;Beleza;Entregue;
19162;5;15;2024-07-03 21:58:00;2024-07-05;2024-07-05 21:58:00;MT;PR;Sul;1323;5.71;127.21;132.72;Aéreo;Ferramentas;Entregue;
19163;5;2;2024-11-29 06:28:00;2024-12-04;2024-12-04 06:28:00;SP;CE;Nordeste;1683;4.59;147.88;35.98;Rodoviário;Alimentos;Entregue;
19164;4;5;2024-06-21 18:01:00;2024-06-24;2024-06-24 18:01:00;PR;ES;Sudeste;689;1.26;64.89;24.16;Rodoviário;Brinquedos;Entregue;
19165;4;8;2024-12-23 14:25:00;2024-12-28;2024-12-28 14:25:00;PE;RS;Sul;1611;1.77;77.48;35.3;Rodoviário;Esportes;Entregue;
19166;2;4;2024-06-07 20:42:00;2024-06-12;2024-06-14 20:42:00;MG;CE;Nordeste;1601;1.65;288.88;31.98;Rodoviário;Casa e Cozinha;Entregue;Falta de motorista
19167;5;1;2024-09-04 09:38:00;2024-09-06;2024-09-06 09:38:00;SP;SP;Sudeste;253;1.1;76.05;18.73;Rodoviário;Alimentos;Entregue;
19168;3;6;2024-09-01 16:14:00;2024-09-04;2024-09-04 16:14:00;RS;AM;Norte;2655;3.37;190.72;164.24;Aéreo;Esportes;Entregue;
19169;2;2;2024-08-03 16:00:00;2024-08-06;2024-08-06 16:00:00;SP;RS;Sul;816;3.34;65.16;27.85;Rodoviário;Casa e Cozinha;Entregue;
19170;7;12;2024-08-10 08:00:00;2024-08-14;2024-08-14 08:00:00;DF;MG;Sudeste;912;0.99;173.08;25.01;Rodoviário;Alimentos;Entregue;
19171;4;2;2024-08-19 17:13:00;2024-08-23;2024-08-23 17:13:00;SP;PE;Nordeste;1298;0.42;46.17;21.77;Rodoviário;Livros;Entregue;
19172;1;9;2024-09-23 06:40:00;2024-09-27;2024-09-27 06:40:00;CE;BA;Nordeste;976;5.32;210.98;44.02;Rodoviário;Ferramentas;Entregue;
19173;4;2;2024-10-09 06:27:00;2024-10-12;2024-10-12 06:27:00;SP;RS;Sul;616;0.68;53.4;21.72;Rodoviário;Vestuário;Entregue;
19174;6;13;2024-01-20 22:46:00;2024-01-25;2024-01-25 22:46:00;PA;RS;Sul;1937;1.2;99.63;37.36;Rodoviário;Vestuário;Entregue;
19175;2;4;2024-06-17 17:36:00;2024-06-19;2024-06-19 17:36:00;MG;SP;Sudeste;731;0.26;33.13;32.69;Rodoaéreo;Livros;Entregue;
19176;6;8;2024-11-24 22:48:00;2024-11-27;2024-11-27 22:48:00;PE;PI;Nordeste;365;3.06;144.18;25.98;Rodoviário;Eletrônicos;Entregue;
19177;4;8;2024-03-01 09:07:00;2024-03-09;2024-03-09 09:07:00;PE;AM;Norte;3337;2.88;58.05;47.93;Rodoviário;Brinquedos;Entregue;
19178;7;2;2024-03-10 22:06:00;2024-03-13;2024-03-13 22:06:00;SP;MG;Sudeste;732;9.34;162.28;45.16;Rodoviário;Casa e Cozinha;Entregue;
19179;4;15;2024-11-06 08:03:00;2024-11-12;2024-11-12 08:03:00;MT;PI;Nordeste;2106;5.01;91.41;50.82;Rodoviário;Casa e Cozinha;Entregue;
19180;5;1;2024-07-31 14:55:00;2024-08-06;2024-08-08 14:55:00;SP;AM;Norte;2182;13.21;329.42;70.05;Rodoviário;Casa e Cozinha;Entregue;Falha na roteirização
19181;7;2;2024-07-10 15:35:00;2024-07-14;2024-07-14 15:35:00;SP;ES;Sudeste;998;0.21;49.13;23.55;Rodoviário;Livros;Entregue;
19182;4;1;2024-08-22 13:45:00;2024-08-25;2024-08-25 13:45:00;SP;DF;Centro-Oeste;688;0.31;149.45;20.88;Rodoviário;Beleza;Entregue;
19183;1;9;2024-04-20 17:38:00;2024-04-24;2024-04-24 17:38:00;CE;MG;Sudeste;1476;3.17;23.11;40.38;Rodoviário;Alimentos;Entregue;
19184;5;11;2024-04-15 13:33:00;2024-04-17;2024-04-17 13:33:00;GO;DF;Centro-Oeste;177;0.59;140.95;17.35;Rodoviário;Beleza;Entregue;
19185;1;15;2024-02-27 11:12:00;2024-03-03;2024-03-03 11:12:00;MT;PB;Nordeste;1802;5.06;84.27;52.54;Rodoviário;Casa e Cozinha;Entregue;
19186;4;6;2024-06-15 15:02:00;2024-06-18;2024-06-18 15:02:00;RS;MG;Sudeste;874;0.1;71.94;17.8;Rodoviário;Beleza;Entregue;
19187;2;13;2024-08-14 15:22:00;2024-08-17;2024-08-17 15:22:00;PA;SP;Sudeste;1433;5.6;299.49;91.93;Rodoaéreo;Ferramentas;Entregue;
19188;2;14;2024-08-09 10:16:00;2024-08-12;2024-08-17 10:16:00;AM;MA;Nordeste;2625;1.18;128.42;139.72;Aéreo;Livros;Entregue;Volume acima da capacidade
19189;5;3;2024-09-26 16:39:00;2024-09-30;2024-09-30 16:39:00;RJ;MT;Centro-Oeste;1083;4.38;133.39;35.2;Rodoviário;Eletrônicos;Entregue;
19190;1;14;2024-02-03 22:15:00;2024-02-10;2024-02-10 22:15:00;AM;PE;Nordeste;3113;0.38;25.51;37.03;Rodoviário;Livros;Entregue;
19191;2;3;2024-01-11 18:38:00;2024-01-16;2024-01-16 18:38:00;RJ;PA;Norte;2064;0.3;142.17;31.91;Rodoviário;Beleza;Entregue;
19192;4;11;2024-04-21 09:35:00;2024-04-26;2024-04-26 09:35:00;GO;PE;Nordeste;2097;0.72;110.09;28.18;Rodoviário;Livros;Entregue;
19193;1;10;2024-05-15 09:53:00;2024-05-23;2024-05-23 09:53:00;BA;RR;Norte;3564;0.29;33.43;49.78;Rodoviário;Livros;Entregue;
19194;7;6;2024-09-24 09:30:00;2024-09-29;2024-09-29 09:30:00;RS;PB;Nordeste;1623;4.3;249.48;34.65;Rodoviário;Casa e Cozinha;Entregue;
19195;5;10;2024-03-19 19:31:00;2024-03-21;2024-03-21 19:31:00;BA;BA;Nordeste;37;2.88;418.27;23.81;Rodoviário;Esportes;Entregue;
19196;4;13;2024-10-18 12:46:00;2024-10-23;2024-10-29 12:46:00;PA;RS;Sul;1899;13.23;227.45;81.46;Rodoviário;Ferramentas;Entregue;Volume acima da capacidade
19197;2;1;2024-11-14 18:26:00;2024-11-18;2024-11-24 18:26:00;SP;CE;Nordeste;1415;6.03;203.58;47.74;Rodoviário;Ferramentas;Entregue;Bloqueio de estrada
19198;2;3;2024-11-01 07:44:00;2024-11-05;2024-11-09 07:44:00;RJ;PE;Nordeste;1341;12.21;134.05;68.12;Rodoviário;Eletrônicos;Entregue;Bloqueio de estrada
19199;4;10;2024-03-08 09:28:00;2024-03-14;2024-03-14 09:28:00;BA;PA;Norte;2120;0.76;35.0;35.92;Rodoviário;Livros;Entregue;
19200;4;15;2024-08-26 10:47:00;2024-08-31;2024-08-31 10:47:00;MT;PB;Nordeste;1711;0.77;81.89;28.35;Rodoviário;Livros;Entregue;
19201;4;15;2024-11-30 17:12:00;2024-12-04;2024-12-04 17:12:00;MT;BA;Nordeste;1477;1.22;81.22;31.5;Rodoviário;Esportes;Entregue;
19202;5;10;2024-07-31 20:30:00;2024-08-03;2024-08-03 20:30:00;BA;SP;Sudeste;843;3.62;248.38;28.27;Rodoviário;Ferramentas;Entregue;
19203;5;3;2024-03-14 06:50:00;2024-03-17;2024-03-17 06:50:00;RJ;SC;Sul;737;4.27;20;34.21;Rodoviário;Alimentos;Entregue;
19204;4;12;2024-12-05 19:14:00;2024-12-10;2024-12-10 19:14:00;DF;PA;Norte;1897;9.87;138.66;58.11;Rodoviário;Eletrônicos;Entregue;
19205;1;12;2024-01-28 11:26:00;2024-02-03;2024-02-03 11:26:00;DF;MA;Nordeste;2273;0.56;54.65;37.83;Rodoviário;Livros;Entregue;
19206;1;8;2024-12-18 10:09:00;2024-12-22;2024-12-22 10:09:00;PE;RJ;Sudeste;1474;7.33;93.8;47.84;Rodoviário;Eletrônicos;Entregue;
19207;1;13;2024-02-09 18:36:00;2024-02-14;2024-02-14 18:36:00;PA;RS;Sul;1663;1.92;428.43;33.46;Rodoviário;Esportes;Entregue;
19208;5;8;2024-11-04 15:46:00;2024-11-11;2024-11-11 15:46:00;PE;PA;Norte;3008;5.85;480.35;48.98;Rodoviário;Eletrônicos;Entregue;
19209;5;6;2024-10-19 17:21:00;2024-10-22;2024-10-22 17:21:00;RS;PR;Sul;664;1.42;20;26.2;Rodoviário;Alimentos;Entregue;
19210;7;14;2024-01-25 13:19:00;2024-01-30;2024-01-30 13:19:00;AM;SP;Sudeste;1949;5.02;289.33;51.24;Rodoviário;Ferramentas;Entregue;
19211;6;2;2024-07-26 16:44:00;2024-07-30;2024-08-03 16:44:00;SP;AL;Nordeste;1378;5.02;368.64;41.65;Rodoviário;Esportes;Entregue;Volume acima da capacidade
19212;1;9;2024-04-06 22:30:00;2024-04-11;2024-04-11 22:30:00;CE;SP;Sudeste;1740;0.26;27.4;27.72;Rodoviário;Livros;Entregue;
19213;3;6;2024-07-09 07:47:00;2024-07-11;2024-07-11 07:47:00;RS;BA;Nordeste;1673;1.08;52.16;111.64;Aéreo;Brinquedos;Entregue;
19214;4;6;2024-02-24 11:52:00;2024-03-01;2024-03-06 11:52:00;RS;RO;Norte;2306;4.45;118.41;48.96;Rodoviário;Ferramentas;Entregue;Restrição de tráfego
19215;5;2;2024-11-21 11:05:00;2024-11-26;2024-11-30 11:05:00;SP;AP;Norte;1648;3.75;73.32;34.72;Rodoviário;Alimentos;Entregue;Cliente ausente
19216;1;15;2024-10-01 10:02:00;2024-10-06;2024-10-06 10:02:00;MT;BA;Nordeste;1512;8.53;200.94;52.79;Rodoviário;Casa e Cozinha;Entregue;
19217;4;3;2024-09-15 14:50:00;2024-09-19;2024-09-19 14:50:00;RJ;BA;Nordeste;1445;9.28;254.35;61.79;Rodoviário;Eletrônicos;Entregue;
19218;7;8;2024-11-15 09:43:00;2024-11-18;2024-11-18 09:43:00;PE;BA;Nordeste;641;4.48;122.88;38.73;Rodoviário;Alimentos;Entregue;
19219;5;8;2024-02-27 11:00:00;2024-03-03;2024-03-03 11:00:00;PE;SP;Sudeste;1593;0.97;65.86;25.12;Rodoviário;Beleza;Entregue;
19220;1;3;2024-09-23 17:52:00;2024-09-26;2024-09-27 17:52:00;RJ;PR;Sul;588;0.38;289.48;18.54;Rodoviário;Beleza;Entregue;Endereço difícil acesso
19221;6;2;2024-12-04 06:02:00;2024-12-08;2024-12-12 06:02:00;SP;RN;Nordeste;1419;1.42;152.98;25.12;Rodoviário;Esportes;Entregue;Endereço difícil acesso
19222;1;15;2024-06-19 14:30:00;2024-06-23;2024-06-23 14:30:00;MT;SP;Sudeste;909;0.34;36.76;20.87;Rodoviário;Beleza;Entregue;
19223;1;13;2024-05-20 20:13:00;2024-05-25;2024-05-25 20:13:00;PA;ES;Sudeste;1913;1.94;140.42;30.33;Rodoviário;Brinquedos;Entregue;
19224;2;7;2024-12-31 09:27:00;2025-01-04;2025-01-07 09:27:00;SC;BA;Nordeste;1285;5.48;200.12;42.39;Rodoviário;Eletrônicos;Entregue;Falta de motorista
19225;5;2;2024-11-24 21:10:00;2024-11-28;2024-12-01 21:10:00;SP;BA;Nordeste;1077;2.39;52.03;33.54;Rodoviário;Brinquedos;Entregue;Restrição de tráfego
19226;4;5;2024-12-01 18:30:00;2024-12-05;2024-12-05 18:30:00;PR;SE;Nordeste;1363;1.93;28.15;30.25;Rodoviário;Brinquedos;Entregue;
19227;6;12;2024-03-24 14:12:00;2024-03-29;2024-03-29 14:12:00;DF;PE;Nordeste;1610;1.61;52.29;35.91;Rodoviário;Brinquedos;Entregue;
19228;1;10;2024-10-13 09:43:00;2024-10-17;2024-10-17 09:43:00;BA;PB;Nordeste;971;1.33;82.65;26.5;Rodoviário;Vestuário;Devolvido;Endereço inexistente
19229;1;14;2024-03-10 09:50:00;2024-03-17;2024-03-17 09:50:00;AM;MA;Nordeste;3187;3.73;49.48;43.63;Rodoviário;Casa e Cozinha;Entregue;
19230;4;6;2024-06-11 22:28:00;2024-06-14;2024-06-14 22:28:00;RS;SC;Sul;543;0.35;29.68;15.05;Rodoviário;Beleza;Entregue;
19231;1;5;2024-02-26 14:49:00;2024-03-01;2024-03-01 14:49:00;PR;BA;Nordeste;1317;3.29;351.08;31.08;Rodoviário;Casa e Cozinha;Entregue;
19232;4;15;2024-07-27 18:11:00;2024-07-30;2024-07-30 18:11:00;MT;GO;Centro-Oeste;769;3.55;288.72;35.65;Rodoviário;Eletrônicos;Entregue;
19233;5;2;2024-05-23 17:55:00;2024-05-28;2024-05-28 17:55:00;SP;PB;Nordeste;1624;0.42;22.2;24.34;Rodoviário;Livros;Entregue;
19234;5;13;2024-12-05 21:08:00;2024-12-11;2024-12-11 21:08:00;PA;RS;Sul;2396;0.74;51.67;37.24;Rodoviário;Beleza;Entregue;
19235;7;9;2024-09-21 11:35:00;2024-09-26;2024-09-26 11:35:00;CE;MG;Sudeste;1860;4.01;105.18;36.04;Rodoviário;Esportes;Entregue;
19236;1;14;2024-08-12 17:40:00;2024-08-17;2024-08-17 17:40:00;AM;SP;Sudeste;1873;0.32;62.1;29.01;Rodoviário;Beleza;Entregue;
19237;7;4;2024-08-08 13:14:00;2024-08-10;2024-08-10 13:14:00;MG;MG;Sudeste;176;5.74;371.73;30.75;Rodoviário;Eletrônicos;Entregue;
19238;7;10;2024-12-26 13:04:00;2024-12-28;2024-12-30 13:04:00;BA;CE;Nordeste;1093;6.14;354.18;148.25;Aéreo;Casa e Cozinha;Entregue;Cliente ausente
19239;4;11;2024-10-03 19:53:00;2024-10-06;2024-10-07 19:53:00;GO;MG;Sudeste;838;15.46;392.64;83.22;Rodoviário;Autopeças;Entregue;Cliente ausente
19240;4;14;2024-08-17 22:57:00;2024-08-25;2024-08-25 22:57:00;AM;MA;Nordeste;3891;0.71;44.75;41.4;Rodoviário;Vestuário;Entregue;
19241;4;11;2024-02-14 11:29:00;2024-02-17;2024-02-17 11:29:00;GO;RJ;Sudeste;888;0.39;65.88;21.54;Rodoviário;Beleza;Entregue;
19242;1;11;2024-02-07 12:09:00;2024-02-13;2024-02-13 12:09:00;GO;AM;Norte;2107;0.63;83.02;37.23;Rodoviário;Vestuário;Entregue;
19243;4;13;2024-03-27 10:59:00;2024-04-01;2024-04-01 10:59:00;PA;RS;Sul;1684;0.37;162.9;25.65;Rodoviário;Beleza;Entregue;
19244;5;8;2024-12-27 16:20:00;2024-12-30;2024-12-30 16:20:00;PE;AL;Nordeste;536;10.05;118.92;50.67;Rodoviário;Esportes;Entregue;
19245;6;8;2024-11-03 11:44:00;2024-11-10;2024-11-16 11:44:00;PE;AM;Norte;2963;6.63;213.58;57.3;Rodoviário;Esportes;Entregue;Endereço difícil acesso
19246;6;2;2024-06-05 07:49:00;2024-06-08;2024-06-12 07:49:00;SP;MG;Sudeste;794;0.47;38.55;21.01;Rodoviário;Livros;Entregue;Restrição de tráfego
19247;4;10;2024-04-19 11:13:00;2024-04-24;2024-04-24 11:13:00;BA;MS;Centro-Oeste;1509;0.3;140.61;27.15;Rodoviário;Beleza;Entregue;
19248;4;15;2024-07-01 19:10:00;2024-07-04;2024-07-04 19:10:00;MT;SP;Sudeste;725;3.31;172.39;26.67;Rodoviário;Casa e Cozinha;Entregue;
19249;7;2;2024-12-03 13:53:00;2024-12-06;2024-12-06 13:53:00;SP;GO;Centro-Oeste;633;2.01;266.62;27.67;Rodoviário;Brinquedos;Entregue;
19250;6;14;2024-02-26 18:15:00;2024-03-05;2024-03-05 18:15:00;AM;CE;Nordeste;3743;2.16;238.51;49.84;Rodoviário;Vestuário;Entregue;
19251;1;3;2024-11-07 13:46:00;2024-11-09;2024-11-09 13:46:00;RJ;MG;Sudeste;212;9.24;70.37;42.06;Rodoviário;Eletrônicos;Entregue;
19252;4;15;2024-11-02 07:46:00;2024-11-06;2024-11-06 07:46:00;MT;RJ;Sudeste;1033;3.9;105.84;36.32;Rodoviário;Vestuário;Entregue;
19253;7;2;2024-04-07 17:48:00;2024-04-10;2024-04-10 17:48:00;SP;RJ;Sudeste;535;1.85;57.96;24.37;Rodoviário;Alimentos;Entregue;
19254;4;8;2024-10-19 21:55:00;2024-10-23;2024-10-23 21:55:00;PE;SP;Sudeste;1234;0.62;101.96;21.31;Rodoviário;Beleza;Entregue;
19255;1;4;2024-09-29 08:43:00;2024-10-04;2024-10-04 08:43:00;MG;PB;Nordeste;1550;11.47;1256.65;61.99;Rodoviário;Autopeças;Entregue;
19256;1;6;2024-11-22 13:28:00;2024-11-27;2024-12-03 13:28:00;RS;CE;Nordeste;2096;0.19;34.78;26.78;Rodoviário;Livros;Entregue;Falta de motorista
19257;5;13;2024-04-22 09:08:00;2024-04-28;2024-04-28 09:08:00;PA;MT;Centro-Oeste;2287;3.77;361.62;41.78;Rodoviário;Esportes;Entregue;
19258;4;4;2024-09-01 14:53:00;2024-09-06;2024-09-06 14:53:00;MG;PE;Nordeste;1892;21.81;81.23;106.34;Rodoviário;Ferramentas;Entregue;
19259;4;13;2024-12-23 07:56:00;2024-12-30;2024-12-30 07:56:00;PA;PI;Nordeste;3211;1.36;76.71;45.06;Rodoviário;Alimentos;Entregue;
19260;4;6;2024-10-02 22:38:00;2024-10-05;2024-10-08 22:38:00;RS;PR;Sul;795;3.11;29.5;25.9;Rodoviário;Alimentos;Entregue;Falha na roteirização
19261;4;12;2024-02-08 15:15:00;2024-02-10;2024-02-10 15:15:00;DF;GO;Centro-Oeste;144;0.53;57.87;15.05;Rodoviário;Vestuário;Entregue;
19262;4;1;2024-01-01 17:27:00;2024-01-05;2024-01-05 17:27:00;SP;BA;Nordeste;951;6.21;254.98;36.38;Rodoviário;Eletrônicos;Entregue;
19263;4;5;2024-08-12 16:28:00;2024-08-16;2024-08-16 16:28:00;PR;DF;Centro-Oeste;1008;0.57;54.32;23.18;Rodoviário;Alimentos;Entregue;
19264;5;11;2024-03-10 09:45:00;2024-03-14;2024-03-14 09:45:00;GO;TO;Norte;1168;0.65;52.03;23.45;Rodoviário;Livros;Entregue;
19265;1;15;2024-07-05 14:37:00;2024-07-08;2024-07-08 14:37:00;MT;GO;Centro-Oeste;616;5.93;116.84;41.48;Rodoviário;Ferramentas;Entregue;
19266;4;14;2024-10-13 17:30:00;2024-10-18;2024-10-18 17:30:00;AM;MS;Centro-Oeste;2020;0.91;265.97;35.57;Rodoviário;Beleza;Entregue;
19267;4;10;2024-12-05 22:56:00;2024-12-09;2024-12-09 22:56:00;BA;MS;Centro-Oeste;1392;1.15;58.94;26.23;Rodoviário;Livros;Entregue;
19268;2;15;2024-04-24 07:24:00;2024-04-28;2024-04-30 07:24:00;MT;PR;Sul;919;25.77;213.11;101.14;Rodoviário;Autopeças;Entregue;Falha na roteirização
19269;3;9;2024-12-11 19:47:00;2024-12-13;2024-12-13 19:47:00;CE;ES;Sudeste;1778;2.68;353.69;112.49;Aéreo;Ferramentas;Entregue;
19270;1;12;2024-11-29 17:43:00;2024-12-03;2024-12-03 17:43:00;DF;RJ;Sudeste;951;1.0;138.87;24.15;Rodoviário;Vestuário;Entregue;
19271;4;15;2024-03-10 17:07:00;2024-03-14;2024-03-17 17:07:00;MT;SP;Sudeste;983;5.63;220.44;33.87;Rodoviário;Eletrônicos;Entregue;Falta de motorista
19272;1;11;2024-08-07 15:36:00;2024-08-11;2024-08-14 15:36:00;GO;ES;Sudeste;1080;5.44;105.52;40.37;Rodoviário;Ferramentas;Entregue;Bloqueio de estrada
19273;7;14;2024-03-09 10:43:00;2024-03-16;2024-03-16 10:43:00;AM;BA;Nordeste;2934;1.09;89.9;38.14;Rodoviário;Alimentos;Entregue;
19274;1;7;2024-08-31 07:43:00;2024-09-03;2024-09-03 07:43:00;SC;SP;Sudeste;448;3.28;531.22;27.03;Rodoviário;Eletrônicos;Entregue;
19275;6;10;2024-11-25 09:33:00;2024-11-29;2024-11-29 09:33:00;BA;SP;Sudeste;1034;8.17;131.87;45.26;Rodoviário;Alimentos;Entregue;
19276;1;6;2024-10-03 10:30:00;2024-10-08;2024-10-08 10:30:00;RS;RN;Nordeste;1915;1.89;65.69;32.89;Rodoviário;Alimentos;Entregue;
19277;1;13;2024-11-10 15:09:00;2024-11-16;2024-11-16 15:09:00;PA;DF;Centro-Oeste;2179;11.27;501.85;61.35;Rodoviário;Eletrônicos;Entregue;
19278;4;13;2024-05-31 18:19:00;2024-06-05;2024-06-05 18:19:00;PA;TO;Norte;1546;0.42;73.23;26.65;Rodoviário;Vestuário;Entregue;
19279;4;10;2024-12-01 22:13:00;2024-12-06;2024-12-06 22:13:00;BA;MT;Centro-Oeste;1577;6.9;427.76;46.36;Rodoviário;Eletrônicos;Entregue;
19280;4;10;2024-04-24 20:27:00;2024-04-26;2024-04-26 20:27:00;BA;BA;Nordeste;53;1.08;118.4;18.16;Rodoviário;Vestuário;Entregue;
19281;4;13;2024-07-20 16:46:00;2024-07-25;2024-07-25 16:46:00;PA;RJ;Sudeste;1939;0.96;486.03;32.85;Rodoviário;Esportes;Entregue;
19282;4;6;2024-03-04 19:33:00;2024-03-09;2024-03-09 19:33:00;RS;BA;Nordeste;1640;3.05;300.92;37.6;Rodoviário;Eletrônicos;Entregue;
19283;2;14;2024-11-28 06:31:00;2024-12-01;2024-12-01 06:31:00;AM;RO;Norte;1356;2.68;39.92;59.01;Rodoaéreo;Brinquedos;Entregue;
19284;4;13;2024-01-05 15:34:00;2024-01-10;2024-01-10 15:34:00;PA;MG;Sudeste;1550;10.9;357.95;54.31;Rodoviário;Eletrônicos;Entregue;
19285;4;3;2024-01-08 07:13:00;2024-01-12;2024-01-12 07:13:00;RJ;RS;Sul;942;3.62;298.04;34.78;Rodoviário;Eletrônicos;Entregue;
19286;4;9;2024-03-31 22:11:00;2024-04-01;2024-04-01 22:11:00;CE;CE;Nordeste;148;1.53;100.57;61.48;Aéreo;Brinquedos;Entregue;
19287;4;3;2024-12-04 17:10:00;2024-12-07;2024-12-07 17:10:00;RJ;SP;Sudeste;471;1.36;172.4;22.18;Rodoviário;Vestuário;Entregue;
19288;2;13;2024-12-24 19:51:00;2024-12-29;2024-12-29 19:51:00;PA;MG;Sudeste;1506;10.22;513.97;67.78;Rodoviário;Autopeças;Entregue;
19289;1;10;2024-12-04 08:56:00;2024-12-07;;BA;BA;Nordeste;321;0.65;21.3;19.29;Rodoviário;Livros;Extraviado;Perdido em trânsito
19290;6;11;2024-12-11 13:50:00;2024-12-16;2024-12-16 13:50:00;GO;PA;Norte;1726;7.48;323.53;58.59;Rodoviário;Eletrônicos;Entregue;
19291;1;9;2024-05-12 19:56:00;2024-05-17;2024-05-19 19:56:00;CE;SC;Sul;1549;0.38;23.08;23.76;Rodoviário;Beleza;Entregue;Falta de motorista
19292;2;4;2024-09-24 19:14:00;2024-09-27;2024-09-30 19:14:00;MG;MT;Centro-Oeste;1281;1.51;89.81;57.88;Rodoaéreo;Brinquedos;Entregue;Falta de motorista
19293;4;13;2024-09-23 12:20:00;2024-09-30;2024-09-30 12:20:00;PA;PE;Nordeste;2735;1.12;51.55;38.82;Rodoviário;Brinquedos;Entregue;
19294;4;15;2024-09-30 12:09:00;2024-10-06;2024-10-06 12:09:00;MT;AC;Norte;2481;1.69;64.71;40.28;Rodoviário;Alimentos;Entregue;
19295;4;4;2024-07-12 08:55:00;2024-07-14;2024-07-16 08:55:00;MG;MG;Sudeste;274;5.96;650.75;37.17;Rodoviário;Autopeças;Entregue;Falta de motorista
19296;4;2;2024-03-25 16:59:00;2024-03-30;2024-03-30 16:59:00;SP;RN;Nordeste;1529;1.25;20.25;30.12;Rodoviário;Brinquedos;Entregue;
19297;1;4;2024-01-28 18:52:00;2024-02-01;2024-02-01 18:52:00;MG;MS;Centro-Oeste;962;4.63;260.49;41.37;Rodoviário;Eletrônicos;Entregue;
19298;4;1;2024-08-01 07:55:00;2024-08-07;2024-08-07 07:55:00;SP;AM;Norte;2372;0.87;136.43;30.65;Rodoviário;Beleza;Entregue;
19299;1;2;2024-08-24 14:29:00;2024-08-27;2024-08-27 14:29:00;SP;DF;Centro-Oeste;640;0.84;91.49;21.03;Rodoviário;Livros;Entregue;
19300;4;9;2024-11-03 14:24:00;2024-11-05;;CE;BA;Nordeste;1044;0.7;38.2;68.48;Aéreo;Livros;Extraviado;Perdido em trânsito
19301;7;4;2024-03-11 13:37:00;2024-03-14;2024-03-14 13:37:00;MG;RJ;Sudeste;338;7.61;395.32;44.97;Rodoviário;Eletrônicos;Entregue;
19302;1;5;2024-10-27 22:05:00;2024-10-30;2024-10-30 22:05:00;PR;MG;Sudeste;735;0.65;33.22;19.1;Rodoviário;Livros;Entregue;
19303;1;1;2024-11-29 08:01:00;2024-12-01;2024-12-01 08:01:00;SP;SP;Sudeste;62;4.02;51.09;24.62;Rodoviário;Beleza;Entregue;
19304;5;9;2024-10-13 13:03:00;2024-10-15;2024-10-15 13:03:00;CE;SE;Nordeste;948;4.36;338.81;124.8;Aéreo;Eletrônicos;Entregue;
19305;5;3;2024-03-09 17:59:00;2024-03-11;2024-03-11 17:59:00;RJ;RJ;Sudeste;47;0.77;131.49;15.25;Rodoviário;Beleza;Entregue;
19306;7;11;2024-08-05 14:52:00;2024-08-09;2024-08-09 14:52:00;GO;BA;Nordeste;1343;7.52;101.89;52.64;Rodoviário;Autopeças;Entregue;
19307;1;6;2024-04-02 13:23:00;2024-04-06;2024-04-06 13:23:00;RS;BA;Nordeste;1455;11.97;283.33;64.63;Rodoviário;Autopeças;Entregue;
19308;1;8;2024-11-02 15:54:00;2024-11-07;2024-11-12 15:54:00;PE;MT;Centro-Oeste;1770;15.52;376.05;91.71;Rodoviário;Autopeças;Entregue;Falta de motorista
19309;4;14;2024-04-07 16:59:00;2024-04-13;2024-04-18 16:59:00;AM;MG;Sudeste;2438;1.06;149.84;35.28;Rodoviário;Brinquedos;Entregue;Falta de motorista
19310;5;13;2024-12-07 15:49:00;2024-12-12;2024-12-12 15:49:00;PA;SP;Sudeste;1570;0.37;150.45;28.81;Rodoviário;Livros;Entregue;
